Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
641,RK,DJ Rogers,TE,365.08,18,22.3,42.20,127.00,233.00,452.00,"Rogers showcased his athleticism last year for TCU. At 6'4, 250 pounds, he brings intriguing upside but never put everything together for consistent playing time. He went 34-319-2 in 2025. Rogers will likely be a late-round pick as a developmental receiving TE.",-13.40
642,RK,Reggie Virgil,WR,368.12,18,21.8,56.40,229.00,402.00,804.00,"Virgil transferred from Miami (OH) to Texas Tech, showcasing his speed as a threat next to WR Caleb Douglas. Virgil is 6'3 with a big wingspan and offered a downfield contested catch option. He is a bit on the thin side, but Virgil could find an NFL role.",-13.40
643,RK,Jeff Caldwell,WR,364.03,18,23.1,47.40,242.00,410.00,774.00,"Caldwell transferred to Cincinnati from Lindenwood and flashed incredible athleticism in 2025. He's 6'4, 210 pounds and will be a Combine stud both in the vertical and 40 time. Despite only going 32-478-6 this year, Caldwell's athleticism should get him drafted.",-13.40
644,TB,Alex Anzalone,LB,N/A,9,31.5,92,78,112,156,"",-13.4
645,RK,Jack Endries,TE,25.01,18,21.8,58.10,123.00,226.00,439.00,"Endries transferred from Cal to Texas to replace Gunnar Helm and had a connection with QB Arch Manning. He went 33-346-3. He is a good route runner who can play in-line or in the slot. With soft hands, Endries has starter upside if he ends up in the right situation.",-13.50
646,UNS,Darren Waller,TE,337.05,18,33.5,83.00,142.00,204.00,331.00,"Waller returned from retirement in 2025 and offered the Dolphins a red zone target. Turning 34 early next season, there's a chance he heads back to retirement.",-13.60
647,CIN,Tahj Brooks,RB,412.03,10,23.8,18.20,168.00,259.00,454.00,"Two straight 1,500-yard rushing seasons with double-digit TDs show Brooks’ success at Texas Tech. His shifty feet lead to very few hard hits, and Brooks can certainly hit the home run. Outside of missing one game in 2024 with an arm injury, Brooks has been healthy despite being a bellcow with 576 carries over the past two seasons. He didn't play much as a rookie but could compete for the RB2 role in 2026.",-13.70
648,ATL,A.J. Terrell,DB,N/A,5,27.5,70,100,155,243,"",-13.8
649,RK,Deontae Lawson,LB,N/A,18,23.1,29,83,138,258,"",-13.8
650,RK,Harold Perkins Jr.,LB,N/A,18,21.5,27,83,140,270,"",-13.9
651,CLE,Dillon Gabriel,QB,413.07,9,25.3,24.00,351.00,583.00,1101.00,"Gabriel was a surprise third-round pick for the Browns in 2025. He eventually saw the field but didn't show anything to get excited about for fantasy. ",-14.00
652,BUF,Dawson Knox,TE,191.04,7,29.3,54.20,141.00,220.00,354.00,"Knox overachieved in 2025, given Dalton Kincaid's injury struggles. The result: 36 catches, 417 yards, and 4 TDs, giving him his best fantasy output since 2022. He can be usable when Kincaid is on the sideline, but Knox won't be a consistent fantasy presence. In March, he agreed to a revised contract to remain with the Bills.",-14.00
653,RK,CJ Daniels,WR,370.02,18,24.2,61.00,236.00,391.00,745.00,"Daniels started at Liberty before transferring to LSU and finally Miami. He was a central cog in the Hurricane's passing game this year to help support QB Carson Beck. A good route runner who can avoid open field tackles, he is an interesting Day 3 option.",-14.00
654,NO,Charlie Smyth,K,457.07,11,24.8,142,234,401,797,"",-14
655,GB,Luke Musgrave,TE,30.11,5,25.6,31.60,140.00,225.00,416.00,"Musgrave hasn't emerged as a legit fantasy threat, even after Tucker Kraft's ACL tear last season. Musgrave will return to compete for a backup role in 2026.",-14.10
656,RK,Eric McAlister,WR,365.09,18,23.3,24.30,245.00,415.00,783.00,"McAlister had a great season at TCU going 72-1190-10. A big bodied X WR, McAlister was used in a variety of ways on the Horned Frogs. He may not have NFL athleticism, but his hands and physicality at the line could earn him a spot on a roster.",-14.10
657,NE,Carlton Davis,DB,N/A,14,29.3,72,101,157,234,"",-14.2
658,NYG,Greg Newsome,DB,N/A,14,25.8,54,100,158,269,"",-14.2
659,SF,Jake Tonges,TE,17.10,14,26.7,47.90,134.00,208.00,358.00,"Tonges found success when George Kittle was injured, but there's no value here when the veteran is healthy.",-14.50
660,LAC,Khalil Mack,DL,N/A,12,35.1,60,15,20,28,"",-14.5
661,RK,Harrison Wallace III,WR,N/A,18,22.9,58.50,222.00,388.00,750.00,"Wallace transferred from Penn State to Ole Miss, immediately becoming their top WR. He went 61-934-4 this season as the main target for QB Trinidad Chambliss. A sharp route runner who finds ways to get open, especially against zone coverage, he has intriguing upside. Don't be surprised if Wallace moves up throughout the draft process.",-14.60
662,LAR,Jordan Whittington,WR,458.09,8,25.5,47.10,244.00,391.00,712.00,"Whittington got some play in 2025, but he was still pretty buried on the depth chart with Davante Adams and the TEs emerging. He could have a long NFL career, but it is doubtful Whittington does enough to make a fantasy impact.",-14.70
663,CLE,Denzel Ward,DB,N/A,9,28.9,63,101,155,231,"",-14.8
664,MIA,Tutu Atwell,WR,100.03,12,26.4,60.50,241.00,383.00,687.00,"Atwell's $10 million deal in the offseason didn't really come to fruition with him down the depth chart. He could sign elsewhere for a decent contract, but it is doubtful Atwell makes a major fanatsy impact.",-14.90
665,RK,Jaishawn Barham,LB,N/A,18,22.2,24,74,125,241,"",-15
666,DEN,Jaleel McLaughlin,RB,469.04,12,25.5,15.00,178.00,257.00,329.00,"McLaughlin posted massive numbers across a five-year college career (1,250-8,166-79, plus 66 catches). But his value is trending down after registering only 37 carries (in 8 games) this past season.",-15.10
667,LAR,Konata Mumpfield,WR,408.02,8,23.4,21.30,240.00,406.00,766.00,"Mumpfield saw more snaps late in the season and flashed enough ability to potentially make the Rams in 2026. He is intriguing in very deep leagues on the back end of your dynasty roster.",-15.10
668,SEA,Jalen Milroe,QB,20.01,8,23.3,0.00,339.00,572.00,1074.00,"Milroe exited college with one of the best QB rushing profiles since Lamar Jackson. He'll be developed as a passer behind Sam Darnold, who excelled as the 2025 starter. If this staff can figure out how to harness Milroe’s passing, he could be gangbusters for fantasy in a few years.",-15.20
669,WAS,Ben Sinnott,TE,22.11,12,23.8,28.70,131.00,212.00,381.00,"Sinnott got an opportunity when Zach Ertz went down with an injury in 2025, but he wasn't able to do much with the playing time. Sinnott enters the key third year, but there is no indication that he will carry a sizable role. That's especially true after Washington added Chig Okonkwo on a free agent deal.",-15.20
670,WAS,Bobby Wagner,LB,N/A,12,35.8,120,53,68,95,"",-15.2
671,RK,Le'Veon Moss,RB,22.01,18,23.3,50.80,138.00,219.00,392.00,"Moss was a four-star recruit who never quite hit his potential at Texas A&M. He averaged 6.32 yards per carry in 2024, but fell off to 5.25 in 2025. He has never led the team in carries, but has flashed the ability to sidestep defenders on the second level. He is a Day 3 pick who could find a roster spot.",-15.50
672,PIT,Roman Wilson,WR,458.07,5,24.8,48.50,229.00,391.00,712.00,"Wilson flashed early, but struggled to even be active for most of the season. With the Steelers expected to address WR this offseason, Wilson could be on the roster bubble in 2026.",-15.50
673,CHI,Jaylon Johnson,DB,N/A,5,26.9,59,92,144,235,"",-15.5
674,RK,Rueben Bain Jr.,DL,N/A,18,0,69,0,0,0,"",-15.7
675,RK,T.J. Parker,DL,N/A,18,0,68,0,0,0,"",-15.7
676,NO,Quincy Riley,DB,N/A,11,24.8,45,95,150,262,"",-15.8
677,RK,Akheem Mesidor,DL,N/A,18,0,64,0,0,0,"",-15.9
678,HOU,Cade Stover,TE,459.08,6,25.8,42.30,120.00,190.00,330.00,"Stover appeared in only nine games this past season due to a broken foot. He suffered a partially torn MCL and PCL damage in the postseason but avoided surgery. He'll return as a depth piece behind Dalton Schultz.",-16.00
679,SF,Jordan Watkins,WR,411.02,14,24.1,29.20,234.00,388.00,719.00,"Watkins dealt with a high ankle sprain in 2026 and would have had some opportunity to crack the 49ers lineup. He is in a crowded situation going forward.",-16.00
680,SF,Mac Jones,QB,15.12,14,27.5,185.00,272.00,444.00,808.00,"Jones finished as a top-15 fantasy QB in five of eight starts in 2025. While he's under contract for one more season, there's a chance he's traded to a QB-needy team this offseason.",-16.10
681,CAR,Tommy Tremble,TE,96.01,14,25.8,36.70,120.00,191.00,331.00,"Tremble re-signed with the Panthers in 2025, but he posted another quiet season in the fall (27-249-2). There's not much fantasy value to chase here.",-16.10
682,DAL,Phil Mafah,RB,406.11,10,23.4,28.90,140.00,223.00,399.00,"Mafah had two straight 1,000+ total yard seasons at Clemson. A powerful inside runner, Mafah takes good angles to maximize yardage. We just didn't see his traits surface in Year 1, as Javonte Williams enjoyed a rebound season and Malik Davis earned the RB2 role. There's no reason to expect a major jump in production from Mafah in '26.",-16.10
683,PIT,Cameron Heyward,DL,N/A,5,36.8,57,0,0,0,"",-16.2
684,BUF,Jackson Hawes,TE,410.08,7,25.3,23.80,122.00,193.00,335.00,"Hawes is a blocking TE, but the Bills still utilized him at times in the red zone. He doesn't offer much upside as long as Dalton Kincaid is on the roster.",-16.30
685,RK,Cashius Howell,DL,N/A,18,0,54,0,0,0,"",-16.4
686,RK,Dani Dennis-Sutton,DL,N/A,18,0,50,0,0,0,"",-16.5
687,RK,Jordan Hudson,WR,367.04,18,22.3,44.00,217.00,370.00,721.00,"Hudson broke out in his final year at SMU, going 61-766-6. A slot WR who explodes off the line, Hudson's sure hands make him a threat for short-yardage catches. He offers little upside as a starter, but could be a reliable reserve WR. ",-16.60
688,TEN,Michael Carter,RB,97.09,10,26.8,52.90,135.00,212.00,337.00,"Carter took over the lead back role after Trey Benson went out with injury, but there isn't much long-term upside here. He likely goes back to being a reserve in 2026 and beyond.",-16.70
689,RK,Peter Woods,DL,N/A,18,0,47,0,0,0,"",-16.7
690,MIN,Theo Jackson,DB,N/A,6,27.5,48,91,140,226,"",-16.8
691,RK,R Mason Thomas,DL,N/A,18,0,44,0,0,0,"",-16.8
692,TEN,Oluwafemi Oladejo,LB,N/A,10,22.5,35,60,102,194,"",-16.9
693,CAR,Jimmy Horn Jr.,WR,412.11,14,23.5,45.40,218.00,369.00,696.00,"Horn played mostly on special teams, but he flashed a bit as a receiver. He could make the roster in 2026 and have a bigger impact, but should only be rostered in deep leagues.",-17.00
694,TB,David Walker,LB,N/A,9,25.8,32,65,108,165,"",-17
695,RK,Keldric Faulk,DL,N/A,18,0,38,0,0,0,"",-17.1
696,RK,Zion Young,DL,N/A,18,22,35,0,0,0,"",-17.2
697,RK,Joe Royer,TE,N/A,18,22.1,53.60,87.00,159.00,309.00,"Royer transferred from Ohio State to Cincinnati. He went 29-416-4 with QB Brendan Sorsby, a potential Round 1 pick in 2027. A soft hands in-line TE at 6'5, 250 pounds, Royer will make his NFL bones as a blocker. He could be the occasional end zone target as well, but don't expect huge fantasy numbers.",-17.40
698,RK,J'Mari Taylor,RB,23.07,18,23.8,52.70,126.00,195.00,342.00,"Taylor started as a walk-on at North Carolina Central in 2020. He worked his way up to being Virginia's starting RB in 2025, rushing for 222-1062-14. Taylor isn't the most athletic back, but he plays with a low center of gravity and avoids big hits. He is an intriguing NFL backup type.",-17.50
699,RK,Malachi Lawrence,DL,N/A,18,0,28,0,0,0,"",-17.5
700,NYG,Darius Slayton,WR,178.01,14,29.2,96.10,220.00,346.00,527.00,"Slayton had a few fantasy relevant games in 2025, ending the season with 37-538-1. Despite the production, he will be on the roster bubble next year with a new coach taking over the Giants. It is unlikely he becomes a consistent fantasy presence again.",-17.60
701,UNS,Nick Chubb,RB,240.01,18,30.3,87.00,128.00,176.00,230.00,"Chubb struggled to produce leading up to Week 15 of 2024. Then came a broken foot, ending his season. 2025 wasn't much better, as he was outplayed by rookie Woody Marks. At 30, Chubb's very likely done as an impact fantasy player.",-17.60
702,UNS,Antonio Gibson,RB,136.07,18,27.8,77.00,120.00,191.00,277.00,"Gibson earned a three-year deal in 2024 with $5.3 million guaranteed. Following a quiet 2024, he sustained a torn ACL in Week 5 of 2025. He'll be questionable for Week 1 of the '26 season.",-17.60
703,IND,Nick Westbrook-Ikhine,WR,103.09,11,29,59.20,227.00,357.00,593.00,"NWI impressed as a deep threat, scoring long TDs in 2024 when the Titans offense. Signing with Miami didn't do him any favors. He only had 11 catches and appears done producing for his career.",-17.70
704,RK,Joshua Josephs,DL,N/A,18,0,23,0,0,0,"",-17.7
705,RK,Carson Beck,QB,25.08,18,23.3,23.20,290.00,492.00,973.00,"Beck's strong end of the season in the college football playoff could prop him up, but the Miami QB was volatile throughout the season. Beck has a ton of experience, and strong footwork makes him an ideal backup QB in the NFL. With three years starting for high-end programs, Beck could find his way to start in the league before his career is over. ",-17.80
706,KC,Jake Briningstool,TE,402.02,10,23.3,9.50,101.00,173.00,321.00,"Briningstool arrived as a 2025 UDFA, but a hamstring injury erased his rookie season. He'll return to compete for a depth role in 2026.",-18.00
707,NYJ,Arian Smith,WR,412.06,9,24.4,26.10,223.00,369.00,684.00,"Smith had good draft capital, but he could barely crack the lineup. He played behind Adonai Mitchell and John Metchie. That doesn't bode well for Smith's future.",-18.00
708,DEN,Jahdae Barron,DB,N/A,12,24.3,37,82,130,235,"",-18
709,LAR,Davis Allen,TE,502.05,8,25.1,30.80,99.00,158.00,274.00,"Allen posted a career-best 24-208-3 line in 2025. But with Terrance Ferguson on the ascent, Allen is unlikely to become a fantasy factor in L.A.",-18.20
710,KC,Emari Demercado,RB,484.08,10,27.2,55.90,122.00,193.00,280.00,"In 2025, Demercado posted nice efficiency numbers as a fill-in for injured RBs Trey Benson and James Conner. Still, Demercado projects as no better than the RB3 under new OC Mike LaFleur. ",-18.20
711,NO,Audric Estime,RB,25.09,11,22.5,27.90,125.00,200.00,360.00,"Estime lasted only one season in Denver after arriving as a Round 5 pick. He saw fill-in work with the Saints in 2025 but remains a replacement-level talent.",-18.20
712,JAC,Jourdan Lewis,DB,N/A,8,30.6,52,88,126,173,"",-18.2
713,RK,Roman Hemby,RB,N/A,18,23.6,60.90,112.00,177.00,318.00,"Hemby flashed playing for Maryland in his first four seasons, but he finally succeeded as the lead back for Indiana. Hemby hit 1,000 rushing yards for the first time in his career. He plays with a low pad level despite being 6'2 and sees cutback lanes cleanly. Hemby was also used as a receiver in Maryland and has more ability there than he has shown in 2025. A solid late-round sleeper. ",-18.40
714,ARI,BJ Ojulari,LB,N/A,8,23.9,21,55,93,166,"",-18.6
715,RK,Marlin Klein,TE,368.07,18,23.5,59.00,84.00,136.00,243.00,"Klein replaced Colston Loveland at Michigan but dealt with nagging injuries over the course of the season. He is another elite athlete who showcases good blocking and soft hands. Klein isn't on the production level of Loveland, but he could be a sleeper TE in this class.",-18.80
716,ARI,Tip Reiman,TE,457.03,8,24.5,13.90,98.00,158.00,284.00,"Reiman dealt with injuries for most of last season and is stuck behind Trey McBride. Reiman has two years left on his rookie deal.",-18.80
717,KC,Tyquan Thornton,WR,24.07,10,25.6,54.00,212.00,340.00,619.00,"Thornton found a career resurgence on the Chiefs when injuries hit their WRs. Despite that, he will likely be on the roster bubble in 2026 and may struggle to make a roster. Thornton can still be a late stash though.",-18.80
718,LAR,Harrison Mevis,K,443.06,8,24,153,209,359,732,"",-18.8
719,HOU,Sheldon Rankins,DL,N/A,6,32,0,0,0,0,"",-18.8
720,LAC,Dalvin Tomlinson,DL,N/A,12,32.1,0,0,0,0,"",-18.8
721,WAS,Charles Omenihu,DL,N/A,12,28.6,0,0,0,0,"",-18.8
722,UNS,D.J. Jones,DL,N/A,18,31.2,0,0,0,0,"",-18.8
723,UNS,Levi Onwuzurike,DL,N/A,18,28.1,0,0,0,0,"",-18.8
724,KC,Felix Anudike-Uzomah,DL,N/A,10,24.2,0,0,0,0,"",-18.8
725,ARI,Darius Robinson,DL,N/A,8,24.5,0,0,0,0,"",-18.8
726,LAC,Justin Eboigbe,DL,N/A,12,24.9,0,0,0,0,"",-18.8
727,ATL,Da'Shawn Hand,DL,N/A,5,30.3,0,0,0,0,"",-18.8
728,CHI,Shemar Turner,DL,N/A,5,23.2,0,0,0,0,"",-18.8
729,LVR,Jonah Laulu,DL,N/A,8,25.8,0,0,0,0,"",-18.8
730,DAL,Luke Schoonmaker,TE,498.07,10,27.5,28.90,95.00,147.00,254.00,"Schoonmaker sits behind Jake Ferguson on the depth chart and doesn't have a path to playing time for the foreseeable future.",-18.90
731,JAC,Eric Murray,DB,N/A,8,32.2,67,80,112,153,"",-18.9
732,RK,Malik Benson,WR,366.12,18,23.4,37.70,207.00,346.00,667.00,"Benson is a speed demon who never quite broke out after his JUCO stint. After flopping at Alabama, Benson took the Evan Stewart deep role at Oregon this past season. His athleticism makes him intriguing for teams on Day 3.",-19.10
733,DAL,Malik Hooker,DB,N/A,10,30,54,80,116,166,"",-19.1
734,BAL,Rasheen Ali,RB,460.09,7,25.1,15.30,127.00,197.00,332.00,"The Ravens used a 2024 Round 5 pick on Ali, who posted two years of major production at Marshall. He'll continue pushing for scraps left behind by Derrick Henry.",-19.30
735,MIA,Jalen Tolbert,WR,72.06,12,27.1,51.30,223.00,342.00,563.00,"The signing of George Pickens killed Tolbert as a productive WR. He will likely be on the roster bubble in 2026.",-19.40
736,RK,John Michael Gyllenborg,TE,366.03,18,23.2,48.30,76.00,130.00,241.00,"Gyllenborg flashed as a receiving weapon for Wyoming in 2024, going 30-425-3. He dealt with injuries in 2025, taking a step back, but Gyllenborg would be a receiving TE who could emerge with opportunity.",-19.50
737,RK,Nate Boerkircher,TE,368.11,18,24.5,40.80,82.00,133.00,239.00,"Boerkircher is one of the best blocking TEs in the draft, but he boasts an excellent catch radius and range in the red zone. After spending four years as a back-up at Nebraska, he became the top TE for Texas A&M in 2025. Despite only having 19 catches, he did score 3 TDs. He will likely be a No. 2 TE on a team that specializes as a blocker.",-19.50
738,NYJ,Jeremy Ruckert,TE,71.05,9,25.6,28.10,86.00,137.00,237.00,"Ruckert signed a new deal to stay with the Jets in December. He projects as the No. 2 TE behind second-year man Mason Taylor.",-19.60
739,DET,Tyler Conklin,TE,233.01,8,30.7,27.20,97.00,145.00,210.00,"Conklin saw some work as a starter in 2025, but he was surpassed by Oronde Gadsden by midseason. The veteran doesn't offer much upside after signing in Detroit.",-19.60
740,RK,Eli Heidenreich,RB,N/A,18,22.2,34.40,100.00,171.00,333.00,"Heidenreich played the slot back in Navy's option offense, playing in the slot but also taking part in the triple option. That led to going 77-499-3 as a runner and 51-941-6 as a receiver in 2025. He even threw a pass this season. The versatile athlete and playmaker could be a gadget all-around talent who also excels on special teams.",-20.00
741,HOU,Xavier Hutchinson,WR,502.01,6,25.8,35.50,208.00,334.00,607.00,"Hutchinson had a decent snap share despite the Texans drafting two rookies. But, he clearly isn't talented enough to be a consistent fantasy presence. He likely will be on the roster bubble in 2026.",-20.10
742,NYJ,Demario Davis,LB,N/A,9,37.2,107,18,23,31,"",-20.2
743,NE,CJ Dippre,TE,390.02,14,23.9,0.00,88.00,142.00,254.00,"Dippre transferred out of Maryland ahead of the 2023 season. He chose Alabama over Ohio State in the transfer portal, although big-time production never followed (32 catches, 441 yards, and 0 TDs over the past two seasons). Dippre ultimately checks boxes for size and play strength, although he went undrafted in 2025. He was held without a catch as a rookie. ",-20.30
744,RK,Kyle Louis,LB,N/A,18,0,70,30,38,54,"",-20.7
745,RK,Eric Rivers,WR,367.11,18,23.1,38.60,192.00,326.00,615.00,"Rivers led Georgia Tech in receiving in 2025, going 46-658-2. He's also a useful punt returner. Rivers runs smooth routes and gains separation as a WR, but his lack of size and physical tools may push him down the draft board.",-20.90
746,RK,Rahsul Faison,RB,367.06,18,26.1,32.60,109.00,171.00,271.00,"Faison has been on 5 different colllege teams over the past 6 seasons. He nearly didn't play in 2025 with the NCAA not alloiwng him to practice with the team until days before the opening game due to eligibility questions. This caused a slow start, but he flashed great vision and athleticism. His age likely makes Faison a late round pick.",-20.90
747,RK,Caleb Douglas,WR,369.01,18,22.5,45.40,188.00,320.00,624.00,"Douglas is a reliable possession WR at 6'4, 205 pounds. He went 54-846-7 last year at Texas Tech as a reliable option in the medium to deep range. His big extension allows for contested catches despite Douglas not having the athleticism to get much separation. He should be a Day 3 pick.",-21.00
748,DAL,KaVontae Turpin,WR,32.11,10,29.7,80.20,200.00,315.00,481.00,"Turpin makes his money on special teams, but the Cowboys have used him here and there for gadget plays/designed touches. Barring injuries ahead of him, there's no fantasy value outside of the return game.",-21.10
749,WAS,Luke McCaffrey,WR,457.10,12,25,52.00,188.00,320.00,582.00,"McCaffrey got some work in 2025 when injuries hit the Commanders' WRs, but a broken collarbone ended his season. McCaffrey should stick on the roster, but he will likely have to compete with incoming rookies/FAs for a contributing spot.",-21.10
750,KC,Alohi Gilman,DB,N/A,10,28.5,90,51,77,114,"",-21.1
751,BAL,Chidobe Awuzie,DB,N/A,7,30.8,48,69,99,136,"",-21.1
752,CHI,Roschon Johnson,RB,500.12,5,25.2,17.30,112.00,171.00,288.00,"Johnson recorded only 2 carries in Year 1 under HC Ben Johnson. He certainly isn't a lock to return to the Bears.",-21.20
753,CIN,Samaje Perine,RB,281.10,10,30.5,76.50,109.00,133.00,159.00,"Perine returned to the Bengals in 2025 and saw his highest carry total (84) since 2022. He'll play next season at 31 and will remain no more than a handcuff.",-21.40
754,RK,Jacob Rodriguez,LB,N/A,18,0,62,27,34,48,"",-21.7
755,RK,Noah Whittington,RB,N/A,18,24.3,56.30,88.00,137.00,231.00,"Whittington transferred from Western Kentucky to Oregon in 2022 and slowly grew his role on the Ducks. He won the starting job in 2026 despite stiff competition, showcasing short area quickness and receiving ability. He is on the older side, starting college back in 2020, but there is some upside for Whittington to make a roster.",-21.90
756,RK,Kendrick Law,WR,N/A,18,22.8,45.90,182.00,308.00,580.00,"Law was a former top recruit for Alabama but broke out in 2025 at Kentucky. He went 53-540-3. A player who can play in the slot or outside, Law has good athleticism and soft hands. An intriguing late-round pick.",-22.30
757,RK,RJ Maryland,TE,N/A,18,21.7,11.90,57.00,105.00,204.00,"Maryland is a receiving first TE who had consistent production over his four years at SMU. Though he won't test very well, Maryland could make a fantasy impact if he receives playing time.",-22.40
758,BUF,Ty Johnson,RB,183.11,7,28.5,70.40,91.00,117.00,170.00,"Johnson enjoyed a solid 2024 with a career-high 3 receiving TDs. He remained a part-timer behind James Cook in 2025 and enters '26 with one year left on his contract.",-22.50
759,RK,Vinny Anthony II,WR,N/A,18,22.8,39.10,180.00,302.00,582.00,"Anthony spent his career at Wisconsin and posted back-to-back 300-yard receiving seasons. He shows good short-area quickness and catch technique, but likely settles as a late-round pick.",-22.60
760,TEN,Xavier Restrepo,WR,412.12,10,23.9,19.60,188.00,319.00,601.00,"Restrepo had some UDFA hype paired with his college QB Cam Ward, but only played in two games as a rookie. He had three catches and will compete to even make the Titans' roster in 2026.",-22.70
761,LAC,Donte Jackson,DB,N/A,12,30.3,30,63,93,132,"",-22.8
762,BAL,Devontez Walker,WR,458.08,7,24.8,38.90,188.00,301.00,548.00,"Walker has become a special-teams player for the Ravens, mixing in the occasional route. If they address WR at all, Walker may be further down the depth chart in 2026.",-23.10
763,RK,Aaron Anderson,WR,368.05,18,23.3,54.70,171.00,290.00,547.00,"Anderson broke out in 2024, posting 61-884-5 on LSU. He dealt with multiple injuries in 2025 that caused Anderson to miss games and barely play in others. He will need to clear the medical check after elbow, toe, and hip ailments, but Anderson's athleticism makes him an intriguing Day 3 pick. ",-23.20
764,WAS,Treylon Burks,WR,71.09,12,26,49.60,183.00,291.00,521.00,"Burks flashed in a late-season sample with the Commanders. He hits free agency in the spring but could return to a WR-needed Washington squad to compete for a depth role.",-23.40
765,CLE,Raheim Sanders,RB,414.03,9,23.8,23.30,86.00,137.00,245.00,"Rocket Sanders looked like a future NFL stud after his sophomore season at Arkansas, rushing for 1,443 yards. But he dealt with multiple injuries and settled in for a mediocre year at South Carolina in 2024. Being nearly 230 pounds with insane explosion off the snap, he does boast some enticing traits. There's just not a clear path to him becoming a valuable fantasy asset. ",-23.40
766,PIT,Aaron Rodgers,QB,19.04,5,42.3,206.70,173.00,238.00,440.00,"Rodgers exceeded expectations in 2025 with 3,322 yards, 24 TDs, and 7 INTs. Still, it's unknown whether he'll return for one more season in 2026. If so, it'll almost certainly be with Pittsburgh and new HC Mike McCarthy. ",-23.50
767,NE,Mack Hollins,WR,280.06,14,32.5,71.10,206.00,285.00,352.00,"Hollins went 46-550-2 in 2025 -- his best season since 2022. He did end the season on IR, but Hollins should stick on the Patriots roster. He could be useful in spot starts, but at age-33, he is nearing the end of his career.",-23.70
768,TB,Devin Culp,TE,454.12,9,26.2,17.00,49.00,77.00,133.00,"Culp caught a TD last season, but he played only 56 snaps as a rookie. There's not much of a ceiling here, especially after the Bucs re-signed Cade Otton.",-23.80
769,RK,Robert Henry Jr.,RB,N/A,18,21.8,47.80,73.00,117.00,209.00,"Henry went 151-1045-9 on the ground for UTSA this year. He was dominant to start the year with three straight games of 140+ rushing yards and 2+ TDs. An ankle injury limited Henry late in the year, but he flashed NFL talent. A late round pick as a G5 RB, Henry could outperform his draft position.",-23.90
770,HOU,Jawhar Jordan,RB,460.02,6,26.6,27.00,85.00,133.00,212.00,"Jordan arrived in Round 6 of the '24 draft, but he didn't see action until late in the '25 season. He projects as a reserve going forward.",-24.10
771,UNS,Taysom Hill,TE,271.01,18,35.6,46.40,46.00,46.00,63.00,"Hill will turn 36 before next season and hits the offseason as a free agent. There's a chance he retires, but there's no fantasy value to find here, regardless.",-24.30
772,RK,Dallen Bentley,TE,N/A,18,22.3,11.10,41.00,74.00,145.00,"Bentley earned the starting job at Utah, going 48-620-6 this past season. A solid blocker with soft hands, he lacks starting TE upside but could contribute as a No. 2 TE.",-24.30
773,WAS,Dyami Brown,WR,98.09,12,26.4,55.60,172.00,274.00,492.00,"Brown only went 20-227-1 on the Jaguars last season and was hurt by the midseason trade for Jakobi Meyers. Brown returned to Washington in free agency, but he'll likely settle into a reserve role.",-24.40
774,RK,J. Michael Sturdivant,WR,N/A,18,23.5,31.80,172.00,284.00,526.00,"Sturdivant showed some early promise in college at Cal, but struggled to make a major impact at Florida in 2025. His speed and experience could get him drafted in April.",-24.70
775,CIN,Mitchell Tinsley,WR,493.08,10,26.5,22.60,183.00,291.00,521.00,"Tinsley got some work in 2025 when Ja'Marr Chase or Tee Higgins missed time. The Bengals will likely upgrade the back-end of the WRs, but Tinsley can be rosterable in deep leagues until that happens.",-24.70
776,RK,Jaydn Ott,RB,N/A,18,23.3,55.20,64.00,102.00,182.00,"Ott burst onto the scene as a true freshman at Cal in 2022, going 170-897-8 on the ground and 46-321-3 through the air. He followed that up with 1,315 yards and 12 TDs rushing in 2023. Injuries cut his 2024 short, but Ott transferred to Oklahoma in hopes of hitting it big. He never climbed the depth chart, rushing for only 68 yards. He could be a hidden gem with his early college success, but Ott's recent play leaves a lot of questions.",-24.90
777,DEN,Tyler Badie,RB,67.04,12,26.1,26.20,76.00,120.00,191.00,"Badie never became a factor for the Broncos in 2025, even after the season-ending loss of J.K. Dobbins. Badie now enters his fifth season with only 20 career carries.",-25.00
778,RK,Desmond Reid,RB,367.02,18,21.7,37.60,67.00,107.00,192.00,"Reid dealt with ankle issues in 2025 leading to a poor season. But he was one of the top RBs in 2024 going 52-579-4 through the air and 184-966-5 on the ground. He is small, sitting at 5'8 and 175 pounds, but Reid makes up for it with explosiveness and short area quickness. He likely will be a late round pick, but could have PPR upside if he finds a role.",-25.20
779,RK,Kaden Wetjen,WR,N/A,18,24,47.40,164.00,272.00,504.00,"Wetjen is one of the top returners in the draft, but that may translate into draft capital and snaps (as we saw with Chimere Dike last year). He was fifth on Iowa in receiving yards last year (151), but his after-catch ability and return skill should get him drafted.",-25.30
780,RK,Emmanuel McNeil-Warren,DB,N/A,18,0,70,36,43,57,"",-25.3
781,RK,CJ Donaldson,RB,369.11,18,21.7,44.40,59.00,95.00,171.00,"Donaldson started his college career as a FB, but his between-the-tackles ability grew to a sizable role at West Virginia. He had two straight seasons with 730+ yards and 11 rushing TDs. The transfer to Ohio State didn't help much as he fell behind freshman RB Bo Jackson, but Donaldson could play a FB and short yardage back role in the NFL. ",-25.80
